Location 1,Location 2,Price
Bukit-Jalil,Kuala-Lumpur,890000
Cheras,Kuala-Lumpur,850000
Cheras,Kuala-Lumpur,918000
Kepong,Kuala-Lumpur,680000
Bangsar,Kuala-Lumpur,1650000
Keramat,Kuala-Lumpur,710000
Kepong,Kuala-Lumpur,1300000
Sri-Petaling,Kuala-Lumpur,1299000
Cheras,Kuala-Lumpur,715000
Cheras,Kuala-Lumpur,670000
Cheras,Kuala-Lumpur,660000
Jalan-Ipoh,Kuala-Lumpur,858000
Cheras,Kuala-Lumpur,700000
Sri-Petaling,Kuala-Lumpur,1300000
Cheras,Kuala-Lumpur,910000
Cheras,Kuala-Lumpur,730000
Kepong,Kuala-Lumpur,1380000
Ampang,Kuala-Lumpur,1400000
Cheras,Kuala-Lumpur,650000
Cheras,Kuala-Lumpur,880000
Cheras,Kuala-Lumpur,708000
Kepong,Kuala-Lumpur,1250000
Kepong,Kuala-Lumpur,1450000
Kepong,Kuala-Lumpur,1350000
Kepong,Kuala-Lumpur,1300000
Cheras,Kuala-Lumpur,990000
Kepong,Kuala-Lumpur,1000000
Cheras,Kuala-Lumpur,900000
Bangsar,Kuala-Lumpur,1180000
Cheras,Kuala-Lumpur,1500000
Kepong,Kuala-Lumpur,1150000
Damansara,Kuala-Lumpur,935000
Cheras,Kuala-Lumpur,768000
Kepong,Kuala-Lumpur,800000
Kepong,Kuala-Lumpur,950000
Kepong,Kuala-Lumpur,520000
Kepong,Kuala-Lumpur,699000
Kepong,Kuala-Lumpur,880000
Segambut,Kuala-Lumpur,950000
Jalan-Kuching,Kuala-Lumpur,835000
Kepong,Kuala-Lumpur,1600000
Jalan-Ipoh,Kuala-Lumpur,748000
Bandar-Menjalara,Kuala-Lumpur,888000
Kepong,Kuala-Lumpur,490000
Kepong,Kuala-Lumpur,910000
Kepong,Kuala-Lumpur,528000
Cheras,Kuala-Lumpur,720000
Sri-Petaling,Kuala-Lumpur,1400000
Cheras,Kuala-Lumpur,800000
Cheras,Kuala-Lumpur,800000
Kepong,Kuala-Lumpur,530000
Kepong,Kuala-Lumpur,960000
Kepong,Kuala-Lumpur,530000
Kepong,Kuala-Lumpur,565000
Kepong,Kuala-Lumpur,1320000
Cheras,Kuala-Lumpur,788000
Kepong,Kuala-Lumpur,620000
Kepong,Kuala-Lumpur,530000
Kepong,Kuala-Lumpur,1250000
Puchong,Kuala-Lumpur,850000
Cheras,Kuala-Lumpur,865000
Cheras,Kuala-Lumpur,800000
Sunway-SPK,Kuala-Lumpur,1650000
Kepong,Kuala-Lumpur,550000
Cheras,Kuala-Lumpur,788000
OUG,Kuala-Lumpur,1200000
Cheras,Kuala-Lumpur,668000
Kepong,Kuala-Lumpur,1050000
Kepong,Kuala-Lumpur,1270000
Kepong,Kuala-Lumpur,1300000
Cheras,Kuala-Lumpur,748000
Keramat,Kuala-Lumpur,660000
Setapak,Kuala-Lumpur,800000
Damansara-Heights,Kuala-Lumpur,1400000
Kepong,Kuala-Lumpur,1200000
Sentul,Kuala-Lumpur,1200000
Bandar-Menjalara,Kuala-Lumpur,899000
Kepong,Kuala-Lumpur,495000
Kepong,Kuala-Lumpur,579999
Setiawangsa,Kuala-Lumpur,1300000
Sri-Hartamas,Kuala-Lumpur,1550000
Cheras,Kuala-Lumpur,660000
Bangsar,Kuala-Lumpur,1590000
Setapak,Kuala-Lumpur,800000
Cheras,Kuala-Lumpur,650000
Sri-Petaling,Kuala-Lumpur,1250000
Cheras,Kuala-Lumpur,780000
Sri-Hartamas,Kuala-Lumpur,1700000
Cheras,Kuala-Lumpur,850000
Keramat,Kuala-Lumpur,850000
Cheras,Kuala-Lumpur,870000
Ampang,Kuala-Lumpur,500000
Cheras,Kuala-Lumpur,688000
Setapak,Kuala-Lumpur,730000
Setapak,Kuala-Lumpur,850000
Setiawangsa,Kuala-Lumpur,900000
Kepong,Kuala-Lumpur,1100000
Kepong,Kuala-Lumpur,1600
Cheras,Kuala-Lumpur,750000
Cheras,Kuala-Lumpur,835000
Cheras,Kuala-Lumpur,1100000
Cheras,Kuala-Lumpur,670000
Cheras,Kuala-Lumpur,650000
Cheras,Kuala-Lumpur,650000
Segambut,Kuala-Lumpur,980000
Segambut,Kuala-Lumpur,998000
Cheras,Kuala-Lumpur,850000
Kepong,Kuala-Lumpur,570000
Cheras,Kuala-Lumpur,1200000
Cheras,Kuala-Lumpur,790000
Sri-Petaling,Kuala-Lumpur,1100000
Sri-Petaling,Kuala-Lumpur,1100000
Sungai-Besi,Kuala-Lumpur,1350000
Sri-Hartamas,Kuala-Lumpur,1650000
Bandar-Menjalara,Kuala-Lumpur,950000
Bandar-Menjalara,Kuala-Lumpur,828000
Kepong,Kuala-Lumpur,680000
Sri-Petaling,Kuala-Lumpur,1200000
Kepong,Kuala-Lumpur,820000
Kepong,Kuala-Lumpur,680000
Kepong,Kuala-Lumpur,680000
Segambut,Kuala-Lumpur,915000
Kepong,Kuala-Lumpur,650000
Sri-Petaling,Kuala-Lumpur,1200000
Setapak,Kuala-Lumpur,850000
Setapak,Kuala-Lumpur,1000000
Kepong,Kuala-Lumpur,985000
Kepong,Kuala-Lumpur,1320000
Kepong,Kuala-Lumpur,720000
Sri-Petaling,Kuala-Lumpur,800000
Cheras,Kuala-Lumpur,850000
Sri-Petaling,Kuala-Lumpur,1200000
Segambut,Kuala-Lumpur,1620000
Kepong,Kuala-Lumpur,680000
Jalan-Klang-Lama,Kuala-Lumpur,850000
OUG,Kuala-Lumpur,900000
Cheras,Kuala-Lumpur,928000
Desa-ParkCity,Kuala-Lumpur,970000
Kepong,Kuala-Lumpur,850000
Taman-Desa,Kuala-Lumpur,1250000
Wangsa-Maju,Kuala-Lumpur,1280000
Cheras,Kuala-Lumpur,820000
Sri-Petaling,Kuala-Lumpur,630000
Kepong,Kuala-Lumpur,928000
Kuchai-Lama,Kuala-Lumpur,918000
Kuchai-Lama,Kuala-Lumpur,1750000
Kepong,Kuala-Lumpur,788000
Kepong,Kuala-Lumpur,750000
Sri-Petaling,Kuala-Lumpur,1150000
Cheras,Kuala-Lumpur,820000
Kepong,Kuala-Lumpur,750000
Kepong,Kuala-Lumpur,820000
Kepong,Kuala-Lumpur,720000
Kepong,Kuala-Lumpur,915000
Kepong,Kuala-Lumpur,750000
Kepong,Kuala-Lumpur,928000
Jalan-Ipoh,Kuala-Lumpur,1180000
Sri-Petaling,Kuala-Lumpur,1200000
OUG,Kuala-Lumpur,1230000
Kepong,Kuala-Lumpur,680000
Cheras,Kuala-Lumpur,760000
Kuchai-Lama,Kuala-Lumpur,1750000
Kepong,Kuala-Lumpur,880000
Bangsar,Kuala-Lumpur,1190000
Kepong,Kuala-Lumpur,745000
Jalan-Ipoh,Kuala-Lumpur,850000
OUG,Kuala-Lumpur,980000
Kepong,Kuala-Lumpur,799000
Kepong,Kuala-Lumpur,950000
Setapak,Kuala-Lumpur,1000000
Kepong,Kuala-Lumpur,1200000
Kepong,Kuala-Lumpur,950000
OUG,Kuala-Lumpur,820000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1020000
Kepong,Kuala-Lumpur,828000
Kepong,Kuala-Lumpur,828000
Kepong,Kuala-Lumpur,828000
Kepong,Kuala-Lumpur,680000
Jalan-Ipoh,Kuala-Lumpur,1199000
Bandar-Menjalara,Kuala-Lumpur,750000
Cheras,Kuala-Lumpur,980000
Taman-Desa,Kuala-Lumpur,993000
Sri-Petaling,Kuala-Lumpur,820000
Cheras,Kuala-Lumpur,700000
Bandar-Menjalara,Kuala-Lumpur,850000
Kepong,Kuala-Lumpur,1100000
Keramat,Kuala-Lumpur,800000
Sri-Petaling,Kuala-Lumpur,650000
Kepong,Kuala-Lumpur,945000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1180000
Setapak,Kuala-Lumpur,835000
Ampang,Kuala-Lumpur,1200000
Setapak,Kuala-Lumpur,700000
Sri-Petaling,Kuala-Lumpur,900000
Sri-Petaling,Kuala-Lumpur,880000
Taman-Melawati,Kuala-Lumpur,840000
Kepong,Kuala-Lumpur,830000
Kepong,Kuala-Lumpur,950000
Cheras,Kuala-Lumpur,1250000
Sri-Petaling,Kuala-Lumpur,630000
Kepong,Kuala-Lumpur,599000
Kepong,Kuala-Lumpur,1250000
Desa-ParkCity,Kuala-Lumpur,799000
Cheras,Kuala-Lumpur,850000
Kepong,Kuala-Lumpur,1080000
Bangsar,Kuala-Lumpur,1850000
Kepong,Kuala-Lumpur,880000
Kepong,Kuala-Lumpur,1280000
Bukit-Jalil,Kuala-Lumpur,960000
Setapak,Kuala-Lumpur,1300000
Taman-Desa,Kuala-Lumpur,1380000
Taman-Desa,Kuala-Lumpur,1250000
Kepong,Kuala-Lumpur,1400000
Bukit-Jalil,Kuala-Lumpur,1250000
Kepong,Kuala-Lumpur,1080000
Kepong,Kuala-Lumpur,850000
Sri-Hartamas,Kuala-Lumpur,1800000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1100000
Kepong,Kuala-Lumpur,850000
Bukit-Jalil,Kuala-Lumpur,1350000
Kepong,Kuala-Lumpur,660000
Bukit-Jalil,Kuala-Lumpur,1270000
Sri-Hartamas,Kuala-Lumpur,1880000
Bandar-Menjalara,Kuala-Lumpur,820000
Kepong,Kuala-Lumpur,1150000
Bangsar,Kuala-Lumpur,1650000
Cheras,Kuala-Lumpur,750000
Kepong,Kuala-Lumpur,720000
Bangsar,Kuala-Lumpur,1950000
Kepong,Kuala-Lumpur,850000
Cheras,Kuala-Lumpur,920000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1800000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1790000
Damansara-Heights,Kuala-Lumpur,1980000
Taman-Desa,Kuala-Lumpur,1250000
Ampang,Kuala-Lumpur,1300000
Bangsar,Kuala-Lumpur,1478000
Bukit-Jalil,Kuala-Lumpur,1620000
Bukit-Jalil,Kuala-Lumpur,1680000
Cheras,Kuala-Lumpur,1250000
Jalan-Ipoh,Kuala-Lumpur,1850000
Cheras,Kuala-Lumpur,680000
Cheras,Kuala-Lumpur,570000
Sri-Petaling,Kuala-Lumpur,1000000
Segambut,Kuala-Lumpur,780000
Sri-Hartamas,Kuala-Lumpur,4500000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,2300000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,2650000
Sri-Hartamas,Kuala-Lumpur,4500000
Cheras,Kuala-Lumpur,868000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1650000
Bukit-Jalil,Kuala-Lumpur,1600000
Segambut,Kuala-Lumpur,1400000
Jalan-Klang-Lama,Kuala-Lumpur,1550000
Bukit-Jalil,Kuala-Lumpur,1790000
Bukit-Jalil,Kuala-Lumpur,1800000
Cheras,Kuala-Lumpur,880000
Cheras,Kuala-Lumpur,850000
Bukit-Jalil,Kuala-Lumpur,1850000
Bukit-Jalil,Kuala-Lumpur,1800000
Mont-Kiara,Kuala-Lumpur,3600000
Sri-Hartamas,Kuala-Lumpur,3600000
Mont-Kiara,Kuala-Lumpur,3600000
Mont-Kiara,Kuala-Lumpur,3800000
Seputeh,Kuala-Lumpur,1500000
Desa-ParkCity,Kuala-Lumpur,2980000
Desa-ParkCity,Kuala-Lumpur,3500000
Desa-ParkCity,Kuala-Lumpur,4500000
Desa-ParkCity,Kuala-Lumpur,3500000
Cheras,Kuala-Lumpur,1380000
Kepong,Kuala-Lumpur,600000
Sungai-Besi,Kuala-Lumpur,540000
Kepong,Kuala-Lumpur,2100000
Bukit-Jalil,Kuala-Lumpur,1800000
Bukit-Jalil,Kuala-Lumpur,1800000
Bukit-Jalil,Kuala-Lumpur,1800000
Bukit-Jalil,Kuala-Lumpur,1800000
Jalan-Ipoh,Kuala-Lumpur,480000
Cheras,Kuala-Lumpur,700000
Pandan-Indah,Kuala-Lumpur,480000
Salak-Selatan,Kuala-Lumpur,575000
Salak-Selatan,Kuala-Lumpur,598000
Cheras,Kuala-Lumpur,850000
Cheras,Kuala-Lumpur,899000
Bangsar,Kuala-Lumpur,1650000
Bangsar,Kuala-Lumpur,1880000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1920000
Cheras,Kuala-Lumpur,1650000
Cheras,Kuala-Lumpur,1280000
Bandar-Damai-Perdana,Kuala-Lumpur,1100000
Bandar-Damai-Perdana,Kuala-Lumpur,1150000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1450000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1580000
Damansara-Heights,Kuala-Lumpur,1450000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1700000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1650000
Cheras,Kuala-Lumpur,760000
Cheras,Kuala-Lumpur,990000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1350000
Cheras,Kuala-Lumpur,1300000
Puchong,Kuala-Lumpur,1300000
Sungai-Besi,Kuala-Lumpur,1380000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1090000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1060000
Sungai-Besi,Kuala-Lumpur,1500000
Jalan-Ipoh,Kuala-Lumpur,1250000
Jalan-Ipoh,Kuala-Lumpur,900000
Cheras,Kuala-Lumpur,1200000
Bangsar,Kuala-Lumpur,1250000
Cheras,Kuala-Lumpur,900000
Sungai-Besi,Kuala-Lumpur,1380000
Wangsa-Maju,Kuala-Lumpur,1400000
Wangsa-Maju,Kuala-Lumpur,1380000
Cheras,Kuala-Lumpur,1700000
Wangsa-Maju,Kuala-Lumpur,1250000
Puchong,Kuala-Lumpur,1280000
Taman-Desa,Kuala-Lumpur,1199999
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1680000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1180000
Brickfields,Kuala-Lumpur,280000
Bangsar,Kuala-Lumpur,2550000
Setapak,Kuala-Lumpur,780000
Cheras,Kuala-Lumpur,525000
Bukit-Tunku,Kuala-Lumpur,13800000
Kepong,Kuala-Lumpur,1800000
Taman-Melawati,Kuala-Lumpur,1100000
Bangsar,Kuala-Lumpur,2900000
Kepong,Kuala-Lumpur,1200000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1280000
Bangsar,Kuala-Lumpur,1450000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1200000
Kepong,Kuala-Lumpur,750000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1950000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1850000
Kepong,Kuala-Lumpur,870000
Kepong,Kuala-Lumpur,750000
Bangsar,Kuala-Lumpur,1430000
Bangsar,Kuala-Lumpur,1480000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1200000
Bangsar,Kuala-Lumpur,2500000
Cheras,Kuala-Lumpur,950000
Taman-Melawati,Kuala-Lumpur,2400000
Ampang-Hilir,Kuala-Lumpur,2876500
Kepong,Kuala-Lumpur,820000
Kepong,Kuala-Lumpur,750000
Sunway-SPK,Kuala-Lumpur,1042470
Sunway-SPK,Kuala-Lumpur,1042470
Sunway-SPK,Kuala-Lumpur,1042470
Sunway-SPK,Kuala-Lumpur,1042470
Jalan-Ipoh,Kuala-Lumpur,780000
Segambut,Kuala-Lumpur,1200000
Mid-Valley-City,Kuala-Lumpur,2600000
Cheras,Kuala-Lumpur,1130000
Cheras,Kuala-Lumpur,1250000
Cheras,Kuala-Lumpur,1130000
Cheras,Kuala-Lumpur,1050000
Cheras,Kuala-Lumpur,1250000
Taman-Melawati,Kuala-Lumpur,2200000
Desa-ParkCity,Kuala-Lumpur,2800000
Kepong,Kuala-Lumpur,1750000
Pandan-Perdana,Kuala-Lumpur,750000
Bukit-Tunku,Kuala-Lumpur,17000000
Jalan-Ipoh,Kuala-Lumpur,1500000
Cheras,Kuala-Lumpur,1050000
Setapak,Kuala-Lumpur,1300000
Kepong,Kuala-Lumpur,688000
Segambut,Kuala-Lumpur,1200000
Taman-Melawati,Kuala-Lumpur,870000
Kepong,Kuala-Lumpur,1130000
OUG,Kuala-Lumpur,1620000
OUG,Kuala-Lumpur,1620000
Setiawangsa,Kuala-Lumpur,1650000
Desa-ParkCity,Kuala-Lumpur,5000000
Desa-ParkCity,Kuala-Lumpur,5000000
Desa-ParkCity,Kuala-Lumpur,5400000
Desa-ParkCity,Kuala-Lumpur,6000000
Bangsar,Kuala-Lumpur,2480000
Kuchai-Lama,Kuala-Lumpur,910000
OUG,Kuala-Lumpur,1325000
Mont-Kiara,Kuala-Lumpur,3500000
Kepong,Kuala-Lumpur,1888880
Setapak,Kuala-Lumpur,720000
Setiawangsa,Kuala-Lumpur,1799000
Bukit-Tunku,Kuala-Lumpur,12000000
Taman-Melawati,Kuala-Lumpur,1800000
Taman-Desa,Kuala-Lumpur,1900000
Sri-Petaling,Kuala-Lumpur,1150000
Taman-Sri-Keramat,Kuala-Lumpur,1125000
Kepong,Kuala-Lumpur,1300000
Sri-Hartamas,Kuala-Lumpur,2650000
Kepong,Kuala-Lumpur,1350000
Taman-Melawati,Kuala-Lumpur,2000000
Desa-ParkCity,Kuala-Lumpur,3150000
Dutamas,Kuala-Lumpur,1500000
Jinjang,Kuala-Lumpur,1200000
Bangsar,Kuala-Lumpur,2300000
Kepong,Kuala-Lumpur,1750000
Ampang,Kuala-Lumpur,700000
Dutamas,Kuala-Lumpur,1830000
Dutamas,Kuala-Lumpur,1600000
Ampang-Hilir,Kuala-Lumpur,1550000
Jalan-Klang-Lama,Kuala-Lumpur,1750000
Dutamas,Kuala-Lumpur,2300000
Dutamas,Kuala-Lumpur,2350000
Kepong,Kuala-Lumpur,1600000
Mont-Kiara,Kuala-Lumpur,2150000
Desa-ParkCity,Kuala-Lumpur,2300000
Sungai-Besi,Kuala-Lumpur,1400000
Desa-ParkCity,Kuala-Lumpur,2900000
Desa-ParkCity,Kuala-Lumpur,2850000
KLCC,Kuala-Lumpur,8700000
Segambut,Kuala-Lumpur,1600000
KLCC,Kuala-Lumpur,4200000
KLCC,Kuala-Lumpur,3600000
KLCC,Kuala-Lumpur,3600000
KLCC,Kuala-Lumpur,3600000
KLCC,Kuala-Lumpur,3600000
KLCC,Kuala-Lumpur,3600000
KLCC,Kuala-Lumpur,3600000
Setapak,Kuala-Lumpur,1180000
KLCC,Kuala-Lumpur,3000000
Bukit-Bintang,Kuala-Lumpur,3962400
Sri-Hartamas,Kuala-Lumpur,2980000
Sri-Hartamas,Kuala-Lumpur,3300000
Taman-Melawati,Kuala-Lumpur,2400000
KLCC,Kuala-Lumpur,2850000
Taman-Melawati,Kuala-Lumpur,1700000
Bandar-Damai-Perdana,Kuala-Lumpur,980000
Mont-Kiara,Kuala-Lumpur,2300000
Bukit-Jalil,Kuala-Lumpur,1170000
Mont-Kiara,Kuala-Lumpur,2650000
Mont-Kiara,Kuala-Lumpur,2414710
KLCC,Kuala-Lumpur,1890000
KLCC,Kuala-Lumpur,1890000
KLCC,Kuala-Lumpur,1890000
KLCC,Kuala-Lumpur,1890000
Desa-ParkCity,Kuala-Lumpur,2500000
KLCC,Kuala-Lumpur,2600000
KLCC,Kuala-Lumpur,3000000
Ampang,Kuala-Lumpur,3200000
Ampang,Kuala-Lumpur,3500000
Mont-Kiara,Kuala-Lumpur,3100000
Ampang-Hilir,Kuala-Lumpur,5460000
Jalan-Klang-Lama,Kuala-Lumpur,2250000
Puchong,Kuala-Lumpur,900000
Ampang,Kuala-Lumpur,1350000
Ampang,Kuala-Lumpur,1350000
Mont-Kiara,Kuala-Lumpur,1700000
Damansara-Heights,Kuala-Lumpur,2350000
Taman-Melawati,Kuala-Lumpur,2100000
KL-City,Kuala-Lumpur,2800000
Mont-Kiara,Kuala-Lumpur,2900000
Mont-Kiara,Kuala-Lumpur,2535300
Mont-Kiara,Kuala-Lumpur,2535300
Mont-Kiara,Kuala-Lumpur,2500000
Mont-Kiara,Kuala-Lumpur,2535300
Mont-Kiara,Kuala-Lumpur,2535300
Mont-Kiara,Kuala-Lumpur,2535300
Mont-Kiara,Kuala-Lumpur,2535300
Mont-Kiara,Kuala-Lumpur,2535300
Mont-Kiara,Kuala-Lumpur,2535300
Mont-Kiara,Kuala-Lumpur,2535300
Bandar-Tasik-Selatan,Kuala-Lumpur,950000
Kuchai-Lama,Kuala-Lumpur,1850000
Cheras,Kuala-Lumpur,1600000
Dutamas,Kuala-Lumpur,2400000
Bangsar,Kuala-Lumpur,3150000
Dutamas,Kuala-Lumpur,2150000
KLCC,Kuala-Lumpur,3600000
KLCC,Kuala-Lumpur,3600000
KLCC,Kuala-Lumpur,5200000
KLCC,Kuala-Lumpur,5000000
KLCC,Kuala-Lumpur,3800000
KLCC,Kuala-Lumpur,4000000
KLCC,Kuala-Lumpur,3600000
KLCC,Kuala-Lumpur,4000000
KLCC,Kuala-Lumpur,3800000
KLCC,Kuala-Lumpur,3898000
KLCC,Kuala-Lumpur,3616000
KLCC,Kuala-Lumpur,3978400
KLCC,Kuala-Lumpur,3280000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,3200000
KLCC,Kuala-Lumpur,3941000
Pandan-Jaya,Kuala-Lumpur,1550000
Pandan-Jaya,Kuala-Lumpur,1600000
OUG,Kuala-Lumpur,1380000
Ampang,Kuala-Lumpur,1300000
Ampang,Kuala-Lumpur,1600000
Kepong,Kuala-Lumpur,1220000
Setapak,Kuala-Lumpur,1030000
Cheras,Kuala-Lumpur,1280000
KL-City,Kuala-Lumpur,362000
Jalan-Klang-Lama,Kuala-Lumpur,1980000
Kepong,Kuala-Lumpur,1700000
Damansara,Kuala-Lumpur,2200000
Cheras,Kuala-Lumpur,950000
Setapak,Kuala-Lumpur,850000
Kepong,Kuala-Lumpur,1000000
Kepong,Kuala-Lumpur,898000
Salak-Selatan,Kuala-Lumpur,2150000
Jalan-Klang-Lama,Kuala-Lumpur,1050000
Taman-Desa,Kuala-Lumpur,780000
Sri-Hartamas,Kuala-Lumpur,3500000
Cheras,Kuala-Lumpur,930000
Kepong,Kuala-Lumpur,1100000
Taman-Melawati,Kuala-Lumpur,2300000
Mont-Kiara,Kuala-Lumpur,4800000
Mont-Kiara,Kuala-Lumpur,4800000
Taman-Melawati,Kuala-Lumpur,1280000
Kepong,Kuala-Lumpur,700000
Pandan-Indah,Kuala-Lumpur,1300000
Sunway-SPK,Kuala-Lumpur,2650000
Cheras,Kuala-Lumpur,1050000
Taman-Melawati,Kuala-Lumpur,2080000
Desa-ParkCity,Kuala-Lumpur,4200000
Ampang,Kuala-Lumpur,1680000
OUG,Kuala-Lumpur,1700000
Kepong,Kuala-Lumpur,3000000
Seputeh,Kuala-Lumpur,3400000
Desa-ParkCity,Kuala-Lumpur,3890000
Desa-Petaling,Kuala-Lumpur,3300000
Desa-ParkCity,Kuala-Lumpur,3980000
Cheras,Kuala-Lumpur,1750000
Taman-Melawati,Kuala-Lumpur,1500000
Mont-Kiara,Kuala-Lumpur,5000000
Desa-ParkCity,Kuala-Lumpur,3380000
Kepong,Kuala-Lumpur,1000000
Seputeh,Kuala-Lumpur,3080000
Ampang,Kuala-Lumpur,2150000
City-Centre,Kuala-Lumpur,4200000
Kuchai-Lama,Kuala-Lumpur,1600000
Bangsar-South,Kuala-Lumpur,2800000
Bukit-Jalil,Kuala-Lumpur,1650000
Cheras,Kuala-Lumpur,1400000
Kepong,Kuala-Lumpur,1480000
Kepong,Kuala-Lumpur,1480000
Bukit-Jalil,Kuala-Lumpur,1650000
Kepong,Kuala-Lumpur,1500000
Kepong,Kuala-Lumpur,1800000
Kepong,Kuala-Lumpur,1850000
Kepong,Kuala-Lumpur,1500000
Setiawangsa,Kuala-Lumpur,1500000
Sri-Hartamas,Kuala-Lumpur,2750000
Taman-Melawati,Kuala-Lumpur,1580000
Ampang,Kuala-Lumpur,800000
Kepong,Kuala-Lumpur,1900000
Sungai-Besi,Kuala-Lumpur,2380000
Salak-Selatan,Kuala-Lumpur,450000
Sungai-Besi,Kuala-Lumpur,2350000
Kepong,Kuala-Lumpur,1280000
Puchong,Kuala-Lumpur,1168000
Kepong,Kuala-Lumpur,890000
Desa-ParkCity,Kuala-Lumpur,6000000
Desa-ParkCity,Kuala-Lumpur,5200000
Cheras,Kuala-Lumpur,2400000
Cheras,Kuala-Lumpur,1280000
Cheras,Kuala-Lumpur,1400000
Sungai-Besi,Kuala-Lumpur,2350000
Cheras,Kuala-Lumpur,2000000
Taman-Desa,Kuala-Lumpur,972000
Kepong,Kuala-Lumpur,980000
Seputeh,Kuala-Lumpur,2180000
Jalan-Klang-Lama,Kuala-Lumpur,1128000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,2900000
Cheras,Kuala-Lumpur,1800000
Jinjang,Kuala-Lumpur,2400000
Salak-Selatan,Kuala-Lumpur,3500000
OUG,Kuala-Lumpur,2250000
Desa-Petaling,Kuala-Lumpur,3000000
Desa-Petaling,Kuala-Lumpur,3180000
Jalan-Kuching,Kuala-Lumpur,1550000
Jalan-Kuching,Kuala-Lumpur,1550000
Cheras,Kuala-Lumpur,1550000
Desa-ParkCity,Kuala-Lumpur,3790000
KLCC,Kuala-Lumpur,3500000
Kepong,Kuala-Lumpur,1250000
Sungai-Besi,Kuala-Lumpur,2500000
Bukit-Tunku,Kuala-Lumpur,40000000
Kepong,Kuala-Lumpur,1100000
Mont-Kiara,Kuala-Lumpur,3550000
Cheras,Kuala-Lumpur,1990000
Other,Kuala-Lumpur,3300000
Desa-ParkCity,Kuala-Lumpur,3880000
Jalan-Kuching,Kuala-Lumpur,1220000
Jalan-Ipoh,Kuala-Lumpur,720000
Jalan-Ipoh,Kuala-Lumpur,720000
Sri-Petaling,Kuala-Lumpur,3380000
Puchong,Kuala-Lumpur,550000
Bandar-Damai-Perdana,Kuala-Lumpur,990000
Cheras,Kuala-Lumpur,2000000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,2780000
Setapak,Kuala-Lumpur,1450000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,2780000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,2950000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,3600000
Setapak,Kuala-Lumpur,1450000
Mont-Kiara,Kuala-Lumpur,3200000
Bukit-Jalil,Kuala-Lumpur,3900000
Taman-Melawati,Kuala-Lumpur,1880000
Taman-Melawati,Kuala-Lumpur,2000000
Taman-Melawati,Kuala-Lumpur,3300000
Jalan-Kuching,Kuala-Lumpur,1660000
Kepong,Kuala-Lumpur,1950000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,2600000
Kepong,Kuala-Lumpur,900000
Mont-Kiara,Kuala-Lumpur,4800000
Setapak,Kuala-Lumpur,1600000
Taman-Melawati,Kuala-Lumpur,2100000
Ampang,Kuala-Lumpur,1500000
Kepong,Kuala-Lumpur,1200000
Taman-Melawati,Kuala-Lumpur,1870000
Taman-Melawati,Kuala-Lumpur,1200000
Desa-ParkCity,Kuala-Lumpur,3490000
Cheras,Kuala-Lumpur,1300000
Cheras,Kuala-Lumpur,1280000
Kepong,Kuala-Lumpur,2200000
Kepong,Kuala-Lumpur,2320000
Kepong,Kuala-Lumpur,1700000
Kepong,Kuala-Lumpur,2080000
Cheras,Kuala-Lumpur,1080000
Taman-Melawati,Kuala-Lumpur,2050000
Bukit-Jalil,Kuala-Lumpur,2550000
Wangsa-Maju,Kuala-Lumpur,3350000
KLCC,Kuala-Lumpur,4570000
Sri-Hartamas,Kuala-Lumpur,3600000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,2900000
Bangsar,Kuala-Lumpur,6037500
Bangsar,Kuala-Lumpur,3800000
Bukit-Bintang,Kuala-Lumpur,8800000
Cheras,Kuala-Lumpur,998000
Bangsar,Kuala-Lumpur,3700000
Sri-Hartamas,Kuala-Lumpur,3800000
Kepong,Kuala-Lumpur,1850000
